,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,WebDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,SelfTaughtTypes,CousinEducation,WorkStart,HaveWorkedFramework,WantWorkFramework,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,HighestEducationParents,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,Worked_with_Assembly,Worked_with_C,Worked_with_C#,Worked_with_C++,Worked_with_Clojure,Worked_with_CoffeeScript,Worked_with_Common Lisp,Worked_with_Dart,Worked_with_Elixir,Worked_with_Erlang,Worked_with_F#,Worked_with_Go,Worked_with_Groovy,Worked_with_Hack,Worked_with_Haskell,Worked_with_Java,Worked_with_JavaScript,Worked_with_Julia,Worked_with_Lua,Worked_with_Matlab,Worked_with_Objective-C,Worked_with_PHP,Worked_with_Perl,Worked_with_Python,Worked_with_R,Worked_with_Ruby,Worked_with_Rust,Worked_with_SQL,Worked_with_Scala,Worked_with_Smalltalk,Worked_with_Swift,Worked_with_TypeScript,Worked_with_VB.NET,Worked_with_VBA,Worked_with_Visual Basic 6,Want_work_Assembly,Want_work_C,Want_work_C#,Want_work_C++,Want_work_Clojure,Want_work_CoffeeScript,Want_work_Common Lisp,Want_work_Dart,Want_work_Elixir,Want_work_Erlang,Want_work_F#,Want_work_Go,Want_work_Groovy,Want_work_Hack,Want_work_Haskell,Want_work_Java,Want_work_JavaScript,Want_work_Julia,Want_work_Lua,Want_work_Matlab,Want_work_Objective-C,Want_work_PHP,Want_work_Perl,Want_work_Python,Want_work_R,Want_work_Ruby,Want_work_Rust,Want_work_SQL,Want_work_Scala,Want_work_Smalltalk,Want_work_Swift,Want_work_TypeScript,Want_work_VB.NET,Want_work_VBA,Want_work_Visual Basic 6,Uses_Android Studio,Uses_Atom,Uses_Coda,Uses_Eclipse,Uses_Emacs,Uses_IPython / Jupyter,Uses_IntelliJ,Uses_Komodo,Uses_Light Table,Uses_NetBeans,Uses_Notepad++,Uses_PHPStorm,Uses_PyCharm,Uses_RStudio,Uses_RubyMine,Uses_Sublime Text,Uses_TextMate,Uses_Vim,Uses_Visual Studio,Uses_Visual Studio Code,Uses_Xcode,Uses_Zend,DevType_Data scientist,DevType_Database administrator,DevType_Desktop applications developer,DevType_DevOps specialist,DevType_Developer with a statistics or mathematics background,DevType_Embedded applications/devices developer,DevType_Graphic designer,DevType_Graphics programming,DevType_Machine learning specialist,DevType_Mobile developer,DevType_Other,DevType_Quality assurance engineer,DevType_Systems administrator,DevType_Web developer,IsImportantBenefit_Annual bonus,IsImportantBenefit_Charitable match,IsImportantBenefit_Child/elder care,IsImportantBenefit_Education sponsorship,IsImportantBenefit_Equipment,IsImportantBenefit_Expected work hours,IsImportantBenefit_Health benefits,IsImportantBenefit_Long-term leave,IsImportantBenefit_Meals,IsImportantBenefit_None of these,IsImportantBenefit_Other,IsImportantBenefit_Private office,IsImportantBenefit_Professional development sponsorship,IsImportantBenefit_Remote options,IsImportantBenefit_Retirement,IsImportantBenefit_Stock options,IsImportantBenefit_Vacation/days off,Gender_Female,Gender_Gender non-conforming,Gender_Male,Gender_Other,Gender_Transgender,Race_Black or of African descent,Race_East Asian,Race_Hispanic or Latino/Latina,Race_I don’t know,Race_I prefer not to say,Race_Middle Eastern,"Race_Native American, Pacific Islander, or Indigenous Australian",Race_South Asian,Race_White or of European descent,Uses_StackOverflow_in_Android app,Uses_StackOverflow_in_Android browser,Uses_StackOverflow_in_Desktop,Uses_StackOverflow_in_Other phone browser,Uses_StackOverflow_in_iOS app,Uses_StackOverflow_in_iOS browser,MetricAssess__Benchmarked product performance,MetricAssess__Bugs found,MetricAssess__Commit frequency,MetricAssess__Customer satisfaction,MetricAssess__Hours worked,MetricAssess__Lines of code,MetricAssess__Manager's rating,MetricAssess__On time/in budget,MetricAssess__Other,MetricAssess__Peers' rating,MetricAssess__Release frequency,MetricAssess__Revenue performance,MetricAssess__Self-rating,Education_Bootcamp,Education_Coding competition,Education_Hackathon,Education_Industry certification,Education_On-the-job training,Education_Online course,Education_Open source contributions,Education_Part-time/evening course,Education_Self-taught
21890,"Yes, I program as a hobby",Russian Federation,No,Employed full-time,Master's degree,Mathematics or statistics,A few days each month,"10,000 or more employees",Publicly-traded corporation,20 or more years,15 to 16 years,,7.0,3.0,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,I am actively looking for a job,6.0,Between 2 and 4 years ago,Important,Somewhat important,Important,Important,Very important,Important,Very important,Important,Important,Not very important,Important,Important,Not very important,Important,Important,,,,,,,,,,,,,,Russian rubles (?),Neither underpaid nor overpaid,Spaces,Somewhat important,Official documentation,Take online courses; Contribute to open source; Participate in online coding competitions; Conferences/meet-ups,9:00 AM,AngularJS,AngularJS,Keep the room absolutely quiet,Waterfall; Agile; Scrum; Extreme; Pair,Git,Multiple times a day,Agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,7.0,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,A master's degree,Strongly disagree,Somewhat agree,Strongly disagree,Agree,50125.313283208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
21919,No,Germany,No,Employed full-time,Master's degree,Computer science or software engineering,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",16 to 17 years,9 to 10 years,,7.0,6.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",0.0,Between 1 and 2 years ago,Not very important,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,Important,Important,Very important,Somewhat important,Not very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,LinkedIn; Xing,A recruiter contacted me,I was contacted directly by someone at the company (e.g. internal recruiter),Somewhat important,Somewhat important,Important,Not very important,Not very important,Somewhat important,Somewhat important,Not very important,Not very important,Not very important,Euros (€),Neither underpaid nor overpaid,Spaces,Somewhat important,Official documentation; Stack Overflow Q&A; Built-in help,Take online courses; Contribute to open source,9:00 AM,,,Keep the room absolutely quiet,Waterfall; Agile; Scrum; Kanban,Git,Multiple times a day,Somewhat agree,Agree,Strongly agree,Disagree,Disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",10.0,At least once each week,Once or twice,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,,,,,Agree,Agree,Somewhat agree,,High school,Somewhat agree,Agree,Disagree,Agree,64516.1290322581,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
21935,"Yes, I program as a hobby",Malta,No,Employed full-time,Bachelor's degree,Computer programming or Web development,A few days each month,Fewer than 10 employees,Venture-funded startup,7 to 8 years,5 to 6 years,,8.0,8.0,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,"I'm not actively looking, but I am open to new opportunities",1.0,Less than a year ago,Not very important,Important,Somewhat important,Somewhat important,Very important,Somewhat important,Important,Important,Somewhat important,Very important,Not very important,Important,Somewhat important,Somewhat important,Not very important,,,,,,,,,,,,,,Euros (€),Somewhat underpaid,Spaces,Not at all important,Official documentation; Stack Overflow Q&A,Take online courses,9:00 AM,Node.js; React,,Turn on some music,Waterfall; Agile; Lean; Scrum; Pair; Kanban; Domain-driven design,Git,Multiple times a day,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,9.0,Several times,Haven't done at all,Once or twice,Haven't done at all,Once or twice,Several times,Haven't done at all,Haven't done at all,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,A bachelor's degree,Somewhat agree,Agree,Strongly disagree,Agree,25970.9677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
21972,"Yes, I program as a hobby",Ireland,No,Employed full-time,Master's degree,Computer science or software engineering,A few days each month,100 to 499 employees,"Privately-held limited company, not in startup mode",12 to 13 years,6 to 7 years,Back-end Web developer,8.0,7.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Less than a year ago,Important,Somewhat important,Somewhat important,Important,Somewhat important,Not very important,Important,Somewhat important,Somewhat important,Important,Important,Very important,Not very important,Important,Important,,,,,,,,,,,,,,Euros (€),Somewhat overpaid,Both,Somewhat important,Official documentation; Trade book; Stack Overflow Q&A; Non-Stack online communities; Built-in help,Take online courses; Buy books and work through the exercises,8:00 AM,,React; Spark,Turn on some music,Agile; Lean; Pair; Kanban,Git,Multiple times a day,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very satisfied,Some influence,No influence at all,No influence at all,Some influence,No influence at all,No influence at all,Not much influence,Some influence,No influence at all,No influence at all,Not much influence,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8.0,At least once each week,Several times,Once or twice,Haven't done at all,Once or twice,Several times,Once or twice,Haven't done at all,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,A master's degree,Agree,Somewhat agree,Disagree,Agree,96774.1935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
22008,"Yes, I program as a hobby",United Kingdom,No,Employed full-time,Master's degree,A non-computer-focused engineering discipline,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",20 or more years,16 to 17 years,,8.0,8.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Less than a year ago,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Important,Somewhat important,Glassdoor; LinkedIn; Monster,Something else,An external recruiter or headhunter,Somewhat important,Not very important,Important,Not at all important,Not very important,Not very important,Somewhat important,Important,Not at all important,Important,British pounds sterling (£),Somewhat underpaid,Spaces,Very important,Official documentation; Stack Overflow Q&A; Friends network; Built-in help,Take online courses; Part-time/evening courses; Participate in online coding competitions; Buy books and work through the exercises,10:00 AM,,,Turn on some music,Agile; Scrum,I use some other system,A few times a month,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,,,,,,,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",9.0,At least once each week,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,A master's degree,Disagree,Agree,Strongly disagree,Strongly agree,72500.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
22013,No,Hungary,No,Employed full-time,Master's degree,Computer science or software engineering,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",20 or more years,6 to 7 years,Full stack Web developer,8.0,6.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",2.0,Between 1 and 2 years ago,Not very important,Important,Important,Somewhat important,Very important,Important,Very important,Important,Important,Somewhat important,Somewhat important,Very important,Not very important,Not very important,Somewhat important,,,,,,,,,,,,,,,Neither underpaid nor overpaid,Spaces,Important,Official documentation; Trade book; Textbook; Stack Overflow Q&A; Non-Stack online communities; Company internal community; Tutoring/mentoring; Friends network; Built-in help,Bootcamp; Part-time/evening courses,9:00 AM,AngularJS; Node.js,Node.js,Keep the room absolutely quiet,Waterfall; Agile; Lean; Scrum; Pair; Kanban,Git,Multiple times a day,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Very satisfied,Satisfied,Somewhat satisfied,Satisfied,Satisfied,Satisfied,Some influence,Not much influence,No influence at all,A lot of influence,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,Some influence,I have created a CV or Developer Story on Stack Overflow,10.0,At least once each week,Once or twice,Several times,Haven't done at all,Once or twice,Haven't done at all,Several times,Haven't done at all,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,High school,Strongly agree,Somewhat agree,Disagree,Agree,34372.529474443996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1
22055,"Yes, I contribute to open source projects",Austria,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,500 to 999 employees,Publicly-traded corporation,8 to 9 years,5 to 6 years,Back-end Web developer,5.0,3.0,,,,,,,,,,,,,,,,,,I am actively looking for a job,8.0,Between 2 and 4 years ago,Not at all important,Very important,Important,Not very important,Important,Not very important,Very important,Somewhat important,Somewhat important,Not very important,Not at all important,Very important,Important,Important,Somewhat important,,,,,,,,,,,,,,Euros (€),Greatly underpaid,Spaces,Important,Official documentation; Stack Overflow Q&A; Non-Stack online communities; Company internal community; Built-in help,Return to college; Master's degree; Contribute to open source; Conferences/meet-ups,10:00 AM,.NET Core,,Keep the room absolutely quiet,Agile; Lean; Scrum; Pair; Kanban; Domain-driven design,Git,Multiple times a day,Strongly agree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Satisfied,Very satisfied,No influence at all,No influence at all,No influence at all,No influence at all,Not much influence,No influence at all,Not much influence,No influence at all,No influence at all,No influence at all,Not much influence,I have created a CV or Developer Story on Stack Overflow,4.0,Several times,Once or twice,Once or twice,At least once each week,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,A bachelor's degree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,52688.1720430108,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
22092,"Yes, I program as a hobby",Finland,No,Employed full-time,Bachelor's degree,Computer programming or Web development,A few days each month,Fewer than 10 employees,"Privately-held limited company, not in startup mode",3 to 4 years,2 to 3 years,,6.0,7.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",2.0,Between 1 and 2 years ago,Important,Important,Somewhat important,Somewhat important,Important,Important,Important,Important,Important,Not very important,Not very important,Very important,Not very important,Important,Important,LinkedIn,I saw an employer's advertisement,An external recruiter or headhunter,Somewhat important,Somewhat important,Important,Not very important,Somewhat important,Not very important,Somewhat important,Somewhat important,Not at all important,Important,Euros (€),Neither underpaid nor overpaid,Tabs,Somewhat important,Official documentation,Return to college; Take online courses; Part-time/evening courses,9:00 AM,,AngularJS; Node.js; React; Xamarin; .NET Core,Turn on some music,Agile; Scrum; Pair; Kanban,Team Foundation Server,A few times a week,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",8.0,Several times,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Disagree,A master's degree,Agree,Somewhat agree,Disagree,Agree,2688.1720430107503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
22137,No,Italy,No,Employed full-time,Master's degree,Computer engineering or electrical/electronics engineering,Never,100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",7 to 8 years,3 to 4 years,,6.0,7.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Between 1 and 2 years ago,Very important,Important,Important,Somewhat important,Somewhat important,Important,Very important,Very important,Somewhat important,Not very important,Very important,Somewhat important,Somewhat important,Important,Important,LinkedIn,A recruiter contacted me,I was contacted directly by someone at the company (e.g. internal recruiter),Somewhat important,Important,Somewhat important,Not very important,Important,Important,Important,Important,Not at all important,Somewhat important,Euros (€),Neither underpaid nor overpaid,Spaces,Important,Official documentation; Trade book; Stack Overflow Q&A; Built-in help,Take online courses; Contribute to open source,8:00 AM,,,"Put on some ambient sounds (e.g. whale songs, forest sounds)",,Git,A few times a week,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",7.0,At least once each week,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,High school,Strongly agree,Agree,Disagree,Strongly agree,21827.9569892473,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22237,No,Brazil,No,Employed part-time,Bachelor's degree,Computer programming or Web development,A few days each month,"1,000 to 4,999 employees",I prefer not to answer,4 to 5 years,3 to 4 years,Front-end Web developer,8.0,6.0,Agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,"I'm not actively looking, but I am open to new opportunities",4.0,Between 1 and 2 years ago,Very important,Important,Important,Important,Important,Somewhat important,Important,Somewhat important,Very important,Very important,Important,Very important,Somewhat important,Somewhat important,Not very important,,,,,,,,,,,,,,Brazilian reais (R$),Neither underpaid nor overpaid,Tabs,Important,Official documentation; Stack Overflow Q&A; Non-Stack online communities; Company internal community; Friends network,Take online courses; Part-time/evening courses,8:00 AM,AngularJS,AngularJS; Node.js,Turn on some music,Agile; Scrum; Kanban,Subversion,Once a day,Somewhat agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",8.0,At least once each week,Several times,Once or twice,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,A bachelor's degree,Somewhat agree,Agree,Somewhat agree,Agree,17197.4522292994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
